Age,AnnualIncome,CreditScore,AccountTenure,MonthlyTxnCount,AvgTxnValue,MissedPayments,SupportCalls,OnlineUsageHours,HighRisk
35,1585140,403,2,288,6098,7,11,244,1
54,1618167,342,1,219,39918,5,1,31,0
62,2761854,508,12,79,12038,0,3,36,0
64,1352007,899,16,229,36286,4,8,187,0
69,615162,775,12,296,9896,14,3,34,1
60,1819884,408,21,74,32225,11,7,107,1
31,227738,858,10,194,40586,6,2,191,0
23,257153,513,9,110,28952,11,4,186,1
26,261009,708,21,74,22799,7,1,100,0
29,2122946,852,18,14,49098,13,8,236,1
26,684469,376,4,218,43711,3,8,94,0
29,996229,394,8,9,21443,1,9,112,0
59,271942,568,23,32,50625,3,6,140,0
51,2415217,660,21,245,13114,5,1,162,0
52,1524453,829,4,240,53896,5,3,248,0
61,646439,461,16,96,59144,5,5,77,0
32,1768366,764,21,42,53660,0,8,66,0
28,882286,863,23,223,8726,10,5,24,1
28,884143,847,21,156,39265,6,3,204,0
48,807648,486,8,196,48843,6,0,148,0
40,490431,351,7,125,8692,12,6,101,1
67,1597636,787,23,175,57537,4,6,12,0
27,1994268,830,24,114,35783,12,5,134,1
31,1729275,695,13,148,7247,11,2,27,1
40,2038196,391,8,70,31670,3,4,119,0
36,1864069,656,22,201,39481,11,6,190,1
24,432321,443,7,50,39031,10,5,18,1
26,337837,498,24,153,6900,2,6,136,0
42,644842,622,5,64,18824,10,4,88,0
46,944067,631,18,142,7510,10,11,113,1
23,2439031,563,23,94,42480,10,0,81,0
61,2307356,516,19,216,25167,12,9,177,1
62,1996538,855,10,173,54341,12,10,193,1
34,2077128,733,11,117,39783,7,4,23,0
31,302903,759,8,70,40304,10,1,111,0
38,615874,802,6,122,20775,12,9,198,1
32,980975,768,11,229,35414,7,9,22,0
43,1807850,665,16,155,53745,2,1,240,0
32,2129827,538,4,171,27633,10,3,184,0
33,2871744,880,2,99,43048,10,5,83,0
45,2100600,860,13,264,26952,4,4,117,0
65,1812850,695,7,263,4163,7,6,231,0
39,536239,694,17,124,5581,9,9,142,1
66,1340170,374,23,78,16730,9,7,95,0
56,550425,397,13,100,24558,13,9,108,1
65,2108606,682,10,296,46524,5,0,14,0
28,2275904,669,13,181,44874,1,7,149,0
49,702939,584,10,31,34229,0,2,172,0
52,1422196,555,7,215,22966,6,9,94,0
64,341753,608,10,261,37609,1,11,163,0
38,2435208,475,16,209,44308,9,9,138,1
26,2455803,527,3,70,45003,9,1,147,0
38,2531499,646,4,154,4874,3,1,175,0
39,2983993,641,4,171,27897,10,4,161,0
42,1249520,538,4,224,42312,5,1,125,0
57,818281,649,16,262,20465,12,3,232,1
52,2568410,754,9,207,13218,6,2,246,0
61,1026278,740,6,244,5880,6,7,56,0
23,939026,887,10,233,49472,6,8,96,0
48,1505381,814,4,160,49371,3,10,94,0
30,1543316,380,23,222,46834,10,11,11,1
55,2925527,660,12,199,28608,9,5,126,0
49,1192791,587,10,274,32838,9,3,104,0
35,455035,307,12,20,2812,11,10,133,1
53,1407762,386,19,245,23542,12,10,139,1
27,546990,585,19,256,2992,11,1,167,0
32,2085249,698,22,55,2770,11,10,162,1
69,1005428,373,24,32,31981,5,7,122,0
50,1647839,738,1,57,39969,2,2,92,0
41,1539487,422,4,120,8107,7,1,199,0
51,2399215,676,13,13,8960,0,3,10,0
44,1777127,442,8,15,24092,13,1,110,1
40,2667881,457,22,111,27774,14,2,229,1
57,1316014,729,14,262,23068,12,8,200,1
24,2720908,747,16,186,44862,7,6,221,0
48,2951691,709,2,174,20961,4,10,196,0
64,1742663,670,8,143,5794,7,0,121,0
40,2754137,408,13,289,50084,11,9,63,1
44,2993355,335,1,115,24500,3,4,206,0
69,227690,389,12,96,17686,1,4,192,0
52,2824434,714,17,224,39402,3,8,103,0
61,1352109,595,7,9,46486,10,11,224,1
56,1649169,345,16,24,23350,7,0,51,0
54,540716,787,14,105,54647,9,0,228,0
56,750755,469,10,299,1803,0,9,62,0
22,970878,445,3,161,5713,10,6,243,1
35,855408,719,12,5,40275,12,6,74,1
54,2465202,872,8,216,11620,4,10,146,0
56,713672,302,16,123,15175,10,7,123,1
26,1199078,893,24,264,48023,5,3,208,0
59,1846278,562,1,179,29739,3,6,60,0
62,904582,620,17,138,58586,3,5,227,0
32,2869555,875,6,106,31479,3,0,127,0
23,1076038,545,1,66,15567,12,1,25,1
65,1813511,888,24,58,31899,2,7,190,0
38,1303183,776,15,11,25758,11,5,79,1
60,1699202,558,13,7,3558,13,6,199,1
41,1172425,392,6,153,2349,9,7,243,0
35,1332273,832,21,292,33073,4,11,46,0
53,1556742,873,13,16,46970,14,4,198,1
55,1026580,638,22,108,24700,5,4,194,0
46,2650020,559,4,115,34569,2,1,182,0
28,439190,536,1,267,26871,13,3,85,1
56,2306040,440,23,177,25971,10,10,97,1
68,1992602,779,10,99,30103,10,1,135,0
50,635413,878,4,207,25556,2,6,26,0
43,1201830,649,13,49,4537,8,10,130,1
62,1470008,869,4,38,14262,1,8,139,0
64,2658237,429,16,215,17174,5,10,232,0
34,2190554,836,9,229,40212,7,1,46,0
34,2576629,310,4,268,44154,7,3,191,0
22,2798768,556,20,230,31324,0,10,179,0
57,760643,668,8,108,10666,13,7,38,1
25,430487,693,4,225,29090,11,8,74,1
58,853974,892,9,127,25265,13,3,245,1
65,667119,718,11,226,54966,0,7,215,0
61,1183762,318,24,47,55347,7,6,128,0
67,1935081,409,5,214,41836,0,4,177,0
34,449434,736,9,15,23710,12,3,122,1
59,1586395,804,8,220,33526,2,5,20,0
45,1429502,333,4,168,50478,8,5,195,0
40,791952,587,20,229,2919,2,1,233,0
22,2797790,554,1,229,26906,1,2,29,0
59,810441,433,20,250,48590,0,10,203,0
26,1504925,798,13,150,23859,12,5,168,1
37,1150128,696,24,195,44476,12,3,142,1
45,2868436,786,5,265,41200,11,2,105,1
48,2606243,897,22,291,55855,0,3,59,0
22,2718324,886,20,20,51804,9,5,146,0
55,2748965,512,21,198,26525,2,2,50,0
57,852632,649,10,13,11616,5,0,19,0
25,2526837,318,16,6,3832,6,5,190,0
21,527608,418,8,297,6386,13,1,109,1
60,335024,601,12,88,20001,5,8,186,0
32,383273,584,3,213,38007,5,5,163,0
56,2941894,526,4,62,4097,8,0,117,0
65,324444,806,17,110,38864,3,10,76,0
43,574319,800,21,140,2814,4,3,45,0
67,2601756,511,20,81,2057,14,4,160,1
51,2459970,655,22,214,32349,13,11,103,1
31,2777153,786,22,236,49144,0,7,176,0
30,1405605,620,13,129,34984,3,2,68,0
23,805829,522,6,184,42632,9,10,32,1
34,1633414,862,3,294,8514,5,8,32,0
36,2460100,490,14,218,51979,6,8,180,0
30,916087,799,7,101,29696,10,11,109,1
49,1295622,794,3,253,27987,1,9,34,0
30,1258335,536,6,225,47629,9,10,93,1
32,1428080,321,13,17,55053,5,4,69,0
50,482648,626,14,95,10199,2,3,111,0
61,2567803,844,15,197,27040,6,6,170,0
21,1269626,426,16,203,54545,8,8,170,0
25,2695188,664,1,264,11827,10,5,239,1
40,2173915,343,15,68,14946,3,6,202,0
28,686383,818,24,236,24892,7,0,56,0
63,2528481,427,7,231,15947,9,3,42,0
32,2873361,429,9,171,8303,5,1,47,0
21,1890598,828,15,255,45977,2,0,161,0
40,2435064,620,14,190,12421,12,10,210,1
48,2793738,485,19,253,25980,2,6,104,0
63,2231157,647,24,276,38089,2,10,111,0
57,2852880,780,18,142,6059,3,9,58,0
67,1808047,886,9,113,20083,13,3,229,1
57,2131180,660,1,48,35609,1,1,224,0
32,838803,586,12,205,13960,11,4,39,1
57,1633903,481,10,108,20282,11,6,219,1
69,2625595,750,7,124,38527,4,1,67,0
69,1209589,396,14,32,52503,11,6,227,1
64,1888367,862,1,111,34413,13,2,125,1
48,1287599,613,15,284,12286,7,7,106,0
67,1429677,845,22,32,17267,11,6,196,1
35,502085,320,1,190,10678,12,0,130,1
26,1695742,875,13,199,11022,6,8,153,0
64,1108109,796,20,150,44271,8,5,230,0
40,942319,702,23,264,14258,11,11,153,1
34,276054,423,2,181,26042,2,3,170,0
22,2291389,418,3,132,30013,3,5,48,0
29,1576083,889,4,110,32950,14,1,55,1
57,2798924,776,16,215,42078,7,1,248,0
40,2883182,402,22,15,50671,9,7,175,1
46,769503,632,12,21,24884,10,9,160,1
49,1242585,758,4,70,27029,2,4,35,0
21,2456397,429,22,117,4544,0,6,58,0
55,1651187,433,12,136,17089,1,0,90,0
26,1490019,456,7,75,12484,9,5,111,0
57,1352167,724,20,65,25714,9,10,118,1
25,2192719,734,22,248,36885,7,10,33,0
53,2146714,688,3,9,16947,11,9,136,1
69,2359735,617,5,25,20716,6,6,116,0
34,455931,804,12,190,20060,3,9,92,0
32,1408572,489,12,213,8107,7,6,179,0
62,1898875,710,20,235,45388,2,9,135,0
40,1714761,351,23,18,37073,0,2,36,0
44,1540824,860,22,83,14499,3,11,139,0
63,964948,745,7,186,4823,5,8,125,0
54,1024026,743,22,82,21681,5,11,145,0
45,465808,681,12,276,4523,3,8,88,0
49,654377,673,2,55,17278,14,4,134,1
59,852692,865,14,261,59080,7,8,178,0
51,1450240,674,23,22,44240,8,10,150,0
67,1543619,688,16,294,2359,14,6,100,1
63,2838681,778,24,222,47253,1,6,159,0
43,2502472,703,7,104,6941,2,8,128,0
64,231346,892,4,153,22428,11,1,56,0
58,566595,767,20,159,17904,7,9,56,0
40,932484,896,5,106,56556,0,4,74,0
43,2137916,804,14,119,48305,0,7,206,0
65,1684012,382,9,274,20356,6,7,166,0
36,2084175,618,5,96,8247,9,2,88,0
62,1022805,366,2,25,29724,14,4,127,1
28,2277668,713,5,124,6017,6,11,39,0
41,2102151,752,3,23,14071,12,3,55,1
21,1096445,497,10,28,31345,6,3,15,0
28,1771771,558,8,30,39637,12,1,143,1
49,1163813,597,10,157,44229,12,5,96,1
52,731562,579,2,206,49984,14,11,61,1
58,215748,599,14,143,54077,4,0,14,0
25,1661967,428,4,284,11649,11,7,223,1
67,1784690,797,21,28,26364,6,11,50,0
42,2950728,737,12,16,10910,13,9,157,1
67,2724497,591,20,139,40327,13,8,157,1
54,2292332,506,14,85,27124,8,10,176,1
21,1449657,593,16,74,50527,5,4,39,0
46,616706,328,5,208,11600,5,5,57,0
63,1092055,478,16,83,22724,2,0,218,0
30,372507,340,4,283,2788,14,5,197,1
50,2817292,769,3,203,21563,13,0,132,1
38,423023,491,1,298,12548,13,4,160,1
37,1565358,643,4,289,12744,6,8,113,0
46,701775,577,9,160,21580,14,4,197,1
28,1635444,654,1,80,14855,5,2,187,0
67,385639,828,16,223,30510,11,11,125,1
60,1808190,385,23,281,23500,4,3,22,0
69,910419,616,3,269,22984,2,2,119,0
32,2040087,636,24,53,43648,2,3,237,0
47,2191918,444,6,102,49516,5,11,243,0
28,1860204,614,13,297,5282,5,11,211,0
45,2213189,524,17,25,31269,4,9,47,0
66,2715962,722,15,27,55377,2,5,48,0
24,2602045,353,21,142,22464,11,2,112,1
53,1940228,367,12,234,54138,1,4,205,0
21,1060966,633,8,33,17962,3,6,156,0
39,1821671,376,16,25,56870,3,0,189,0
51,469284,838,3,103,21469,9,2,178,0
36,1573946,454,4,67,18239,12,10,131,1
34,1656693,371,7,137,22901,12,5,101,1
68,1075247,800,15,19,41454,14,9,36,1
25,1531211,746,11,109,41729,1,1,160,0
61,2497040,858,16,115,53892,13,7,136,1
46,366052,658,22,115,42048,14,6,28,1
48,2913094,576,14,8,26228,11,11,89,1
22,329101,612,23,156,9066,8,1,172,0
26,2779889,404,13,46,18530,10,4,142,0
29,1690496,394,9,30,52724,10,3,97,0
53,741285,518,18,198,53090,2,1,142,0
61,2770178,427,3,12,11277,0,3,102,0
45,856228,499,20,77,34919,11,8,15,1
68,708715,631,22,82,49122,4,9,50,0
33,2716766,846,5,152,54945,13,1,50,1
29,2509802,591,22,72,49152,9,9,191,0
33,559500,365,24,187,28181,2,9,181,0
51,1624431,867,2,89,29489,5,5,249,0
61,351633,703,22,83,12507,0,3,57,0
31,1283088,895,21,43,37948,13,7,174,1
24,2522378,445,17,24,44070,9,3,102,0
54,2761327,829,16,74,44742,3,8,193,0
58,796432,701,24,160,35018,0,9,42,0
66,2994997,424,20,121,11292,13,2,228,1
24,1365939,813,24,32,13098,0,6,172,0
58,512809,631,13,102,52623,9,4,111,0
39,1974348,779,20,155,37457,7,10,241,0
26,381675,697,11,26,45744,9,0,121,0
54,1400686,329,8,265,5242,10,2,143,0
38,2914982,355,21,64,2241,3,8,55,0
33,1087743,431,5,167,45045,9,8,83,1
61,2049333,530,2,118,47807,2,4,45,0
43,2464116,694,4,200,10206,5,4,181,0
39,594969,451,3,49,20708,10,10,144,1
65,2970508,801,2,117,4341,9,3,144,0
31,1055243,805,3,183,47247,8,3,38,0
21,1978219,685,16,274,55849,5,3,217,0
44,2413889,832,20,60,40911,0,1,74,0
27,2753188,747,9,271,21951,7,6,69,0
45,462968,879,6,119,29265,0,2,121,0
41,842006,425,15,171,19245,2,0,44,0
35,528761,854,5,119,51618,8,11,248,1
21,1925619,788,9,84,45104,3,10,194,0
32,667018,745,24,290,25435,7,9,38,0
27,1980655,769,6,33,42441,8,2,47,0
35,2021984,648,3,46,59653,14,8,214,1
41,2027186,807,23,123,29569,13,11,241,1
39,2776970,756,13,66,21516,7,8,149,0
49,2150024,684,22,159,33661,5,9,96,0
45,472126,747,15,289,10071,8,6,119,0
53,2716966,414,11,193,547,10,0,89,0
69,345711,751,16,289,10147,5,5,195,0
52,1843074,418,15,108,52400,14,9,87,1
69,1100050,392,24,61,10792,14,0,89,1
55,2028003,820,6,176,2788,4,1,143,0
64,1258271,884,14,160,40316,7,2,45,0
58,1297158,837,11,169,57214,3,10,61,0
46,1541814,732,20,73,48654,2,10,97,0
31,1964571,444,10,62,44590,3,5,124,0
55,1532907,367,16,211,34477,11,10,36,1
28,1104445,430,12,89,18048,8,6,34,0
66,853009,580,7,105,46516,3,7,177,0
34,830971,865,7,296,43482,6,8,173,0
30,2058948,812,24,255,24958,0,6,197,0
22,719382,300,18,224,26156,11,5,38,1
66,1817270,731,15,164,16566,5,4,104,0
29,1208725,690,6,191,54197,7,9,12,0
23,2444201,565,19,91,41313,6,1,150,0
41,1686631,698,8,159,32523,4,7,77,0
46,1699666,555,20,284,4039,3,4,148,0
28,2093422,694,15,168,13220,1,9,185,0
68,435994,473,4,72,26779,0,1,216,0
22,1960177,344,18,292,46402,12,2,69,1
26,2010948,440,13,216,14569,0,9,11,0
48,2587036,838,22,124,15801,4,9,88,0
49,2238185,349,22,189,20295,8,11,207,1
46,1522601,360,1,220,2037,6,6,120,0
45,887537,542,8,134,55721,1,9,22,0
32,226119,568,19,82,49443,5,7,44,0
25,842032,439,17,174,23893,9,4,60,0
54,1365470,456,10,42,59169,6,9,245,0
68,631965,896,1,59,33450,12,7,117,1
57,1293565,895,1,294,45487,7,9,122,1
35,2052139,575,21,50,34801,10,9,65,1
64,1790745,330,5,175,46674,8,5,49,0
56,2298531,307,1,134,655,2,1,214,0
35,552935,332,21,168,22695,11,11,196,1
63,1616384,751,23,74,27220,1,11,21,0
68,2366458,748,21,296,59236,6,1,25,0
43,2808182,336,20,73,38152,7,7,190,0
26,1877376,333,13,109,15073,8,3,244,0
66,2575646,754,9,58,8477,9,7,125,0
64,1348175,743,16,252,39424,11,8,50,1
63,1590229,536,8,110,22304,13,5,157,1
65,742057,511,14,101,50509,4,8,177,0
41,902609,439,17,31,29353,8,5,70,0
43,2248942,660,4,76,31110,14,10,214,1
63,2923024,603,7,189,5774,0,2,43,0
36,1557085,595,17,138,20891,8,7,28,0
67,512329,451,24,178,5358,12,0,182,1
35,1906722,522,16,285,48396,9,5,100,0
45,2004473,495,14,102,15707,4,2,38,0
56,760591,899,16,68,37946,13,9,28,1
31,1513602,598,2,117,22923,1,9,244,0
35,2477546,828,24,69,16560,5,2,193,0
24,853524,787,15,220,16463,0,8,36,0
41,617740,510,11,294,21860,12,6,139,1
33,2044753,531,13,93,45863,13,1,177,1
42,1219705,666,4,251,2199,6,5,112,0
39,2313013,780,24,153,23718,6,11,202,0
54,815995,881,1,244,27176,14,3,87,1
34,1564981,871,15,10,25789,11,9,17,1
24,858197,478,12,241,51737,12,10,36,1
68,2633431,783,21,271,18335,9,6,234,0
66,2875820,888,9,242,48612,7,3,232,0
47,2121097,794,7,143,57080,0,6,167,0
49,2926465,846,3,169,18281,1,5,162,0
67,420421,315,16,286,39442,10,7,58,1
48,1493073,765,4,189,47996,0,6,65,0
55,1933456,701,23,158,29971,7,8,109,0
28,1183276,593,14,110,58268,11,3,111,1
36,2341549,470,22,153,50680,7,8,74,0
62,1669245,331,13,189,33958,11,4,40,1
56,1704137,562,20,275,48681,2,10,236,0
50,477132,514,19,195,8398,9,8,69,1
38,1407371,857,2,167,32747,14,10,222,1
22,2855240,488,10,205,57615,11,3,171,1
69,2205187,882,19,110,53662,1,2,154,0
33,358502,899,15,219,36847,8,6,82,0
24,399548,560,7,224,44287,4,3,38,0
46,1506229,481,15,221,12216,14,4,209,1
45,1825148,804,17,33,33467,8,2,220,0
50,2341572,641,24,242,55044,1,5,248,0
31,1714289,321,16,68,9467,5,3,143,0
27,816323,373,17,100,49877,10,0,97,0
51,1682290,465,16,158,54218,13,1,135,1
64,1445817,533,18,32,18949,0,7,15,0
30,1189862,674,17,180,59622,6,3,113,0
59,2323120,732,4,255,9320,3,11,140,0
33,960151,633,2,198,43517,6,9,104,0
51,575579,839,17,283,540,8,1,168,0
27,1333942,334,17,43,51743,0,11,85,0
69,1251674,743,2,73,51896,0,3,189,0
62,1344000,530,22,281,58142,10,6,145,1
62,1548964,617,2,124,45764,6,10,244,1
56,1912189,642,15,90,55714,9,1,99,0
40,2089341,729,16,181,25534,10,5,35,0
24,1373925,765,11,98,1378,11,0,152,0
27,775257,378,2,96,30883,14,11,214,1
21,2912184,872,8,85,10502,1,2,193,0
64,2498647,748,21,232,58632,7,8,95,0
65,317286,581,24,92,57055,3,4,131,0
62,1161915,356,12,132,48987,6,10,136,0
67,2070429,490,14,194,53547,9,7,71,0
33,1118958,762,14,138,58226,1,0,150,0
42,1135026,341,24,140,1950,7,3,55,0
41,238575,785,12,44,55025,5,2,191,0
42,1883980,472,2,142,52247,0,9,18,0
48,1697060,549,14,291,20473,8,8,97,0
29,805599,809,23,260,41789,10,6,12,1
46,1127906,801,12,290,44514,1,11,160,0
29,1196114,492,24,89,11227,3,2,21,0
35,2902221,464,9,31,54561,8,0,50,0
30,1809391,389,8,234,39893,7,4,181,0
44,776469,357,20,295,40967,7,9,195,0
62,815760,562,16,292,42479,13,2,20,1
28,1854083,542,10,136,12200,3,10,156,0
44,2416935,518,7,95,55193,13,1,196,1
36,361554,308,15,233,13810,0,2,82,0
69,379300,729,9,31,8470,9,4,174,0
46,1298702,312,4,286,5781,3,4,147,0
47,1604460,524,23,284,53473,2,9,82,0
57,406422,366,6,203,45989,14,7,42,1
24,913161,802,12,158,2327,10,3,214,0
44,321284,483,15,47,4611,2,1,157,0
39,1443045,507,19,114,48586,0,7,181,0
56,2196201,827,22,115,42079,8,7,84,0
59,1390866,599,24,5,1188,2,9,242,0
30,1582311,540,2,144,10804,3,7,102,0
45,812529,754,19,182,13362,0,11,120,0
38,1035863,829,24,64,50471,2,10,134,0
39,504144,543,20,187,6716,0,0,133,0
56,1803785,862,20,286,19135,12,11,22,1
30,1599467,537,2,225,51953,3,8,133,0
53,361686,545,15,231,12335,9,3,245,0
25,1965125,644,12,148,35928,11,3,72,1
67,741889,783,1,228,55300,6,7,151,0
69,1866196,609,23,56,10934,9,11,210,1
55,1633974,860,14,85,43758,10,7,63,1
64,926903,583,4,153,31769,7,5,179,0
54,2249392,337,22,31,32528,7,3,175,0
53,2678300,331,24,236,6162,0,2,92,0
41,2008436,542,11,115,28630,10,4,115,1
37,1149014,852,7,83,34222,5,7,120,0
42,2587296,591,13,283,39721,7,6,126,0
68,1488267,591,14,131,20825,9,10,81,1
57,1367853,681,7,285,30376,12,7,91,1
35,492527,898,22,186,47373,9,11,235,1
55,1391433,877,11,123,21632,7,10,45,0
48,1010713,437,20,270,7912,8,0,18,0
27,1624558,499,20,182,45830,7,10,217,1
52,2826281,634,11,205,18131,4,3,14,0
31,1308731,746,21,74,55138,0,8,152,0
30,2192998,647,9,162,46094,12,5,161,1
29,518457,577,4,102,9965,8,11,73,1
34,718985,831,2,209,7386,9,9,248,1
33,1397091,698,2,90,33280,9,7,245,1
45,1018408,690,9,284,57127,9,7,57,0
22,2964503,861,19,89,5205,9,4,180,0
55,2188813,309,15,219,51891,4,10,176,0
27,2823913,890,21,137,33965,6,7,162,0
41,2960620,848,21,251,2566,11,3,217,0
38,2541978,358,18,145,43846,11,5,243,1
23,963707,387,16,80,40182,6,6,95,0
62,719637,758,2,102,37942,10,5,123,1
59,2025372,403,12,59,35341,3,5,217,0
61,2722578,403,1,263,20096,7,7,234,1
69,1232018,553,2,26,30945,10,4,142,0
31,2072325,634,14,39,37081,9,7,197,0
59,888722,762,7,32,34318,8,8,128,0
44,1303180,848,17,174,35420,11,11,16,1
66,708410,600,15,144,29003,3,3,155,0
39,1993493,854,17,133,40957,1,2,137,0
24,1018403,640,9,104,44291,9,4,15,0
46,858561,791,13,251,48906,3,9,122,0
58,2533291,383,2,27,27426,1,9,21,0
62,1881821,558,15,288,13823,11,11,117,1
52,1338458,659,20,117,55439,0,4,170,0
59,2597254,386,11,201,11840,13,6,235,1
65,2399134,727,19,168,36357,0,2,30,0
66,2344022,666,14,60,53293,10,10,195,1
56,2510480,642,4,14,27765,3,9,219,0
60,2102211,646,11,137,673,13,8,215,1
57,2456376,395,16,156,10116,8,5,51,0
53,1822925,554,23,195,40522,13,9,231,1
56,2485843,435,2,288,20787,14,8,55,1
23,782523,547,2,281,8010,8,0,12,0
29,1191244,798,9,247,17332,14,1,194,1
28,2072898,785,22,280,14889,6,9,62,0
53,1862937,701,23,194,59294,4,1,71,0
26,2096409,711,21,119,6335,5,10,150,0
61,1784081,747,21,238,27562,0,7,60,0
59,2607647,546,4,85,17665,2,3,238,0
24,1020173,720,8,197,20452,0,6,156,0
33,2711022,423,23,262,25247,9,3,196,0
69,1440962,559,18,235,31769,4,3,71,0
22,1512128,468,15,18,12461,3,7,174,0
25,2818969,410,2,18,51935,2,10,214,0
64,1815767,589,22,48,50084,5,9,152,0
47,1988144,898,11,214,22019,5,3,99,0
52,307042,312,17,44,5445,8,2,79,0
41,968013,562,7,38,30691,3,10,100,0
28,2953730,322,8,239,55357,8,9,21,1
58,2681485,499,10,238,30406,12,8,249,1
28,833556,541,24,278,35127,14,2,98,1
23,1318210,538,3,294,59194,3,4,187,0
64,2231143,602,13,233,4419,7,10,56,0
23,2435843,464,23,132,11366,7,0,25,0
42,1653731,475,17,213,39658,1,8,119,0
26,1266802,328,13,84,33816,13,5,153,1
22,2152512,834,19,299,54712,9,4,204,0
43,2093223,593,22,180,53226,13,3,43,1
64,2172640,776,9,237,666,11,7,225,1
22,2204358,682,21,269,53164,7,10,243,0
58,891572,855,16,289,12452,1,1,55,0
37,2391987,595,5,122,19284,10,9,96,1
55,273079,633,9,170,31922,7,4,73,0
54,1272522,547,9,146,3670,5,7,231,0
43,2284762,540,6,251,43107,12,0,186,1
50,1935676,405,21,181,52841,2,11,158,0
28,1097165,860,10,268,3121,11,2,190,1
42,279311,422,18,172,54810,10,6,199,1
64,1181835,334,11,29,36669,13,10,218,1
56,1154940,715,24,195,39734,12,10,191,1
25,1398061,626,24,19,15793,12,9,91,1
33,2523985,594,15,20,30693,13,11,140,1
49,762773,731,7,131,6672,6,4,190,0
51,1447880,646,14,271,46294,11,9,248,1
67,1097936,336,8,32,1042,5,8,149,0
36,1562617,811,19,267,10031,2,11,217,0
62,1253580,834,15,298,30746,13,0,47,1
50,2254321,317,19,156,57794,4,10,87,0
36,1237140,326,18,72,45044,3,6,100,0
32,2334322,835,17,41,42027,13,9,155,1
37,1816419,328,3,39,53190,12,11,93,1
36,1656454,416,3,138,56664,5,5,172,0
32,1090648,431,7,165,11437,0,9,218,0
28,378475,588,10,228,28750,0,3,93,0
40,2595661,535,17,114,51592,7,10,207,0
23,1979996,341,15,106,25001,12,11,227,1
36,560777,459,8,186,55994,7,10,208,0
50,1144177,424,17,151,35028,11,9,111,1
65,2707524,559,3,220,10921,8,9,85,0
43,2692013,575,4,143,47733,12,5,26,1
48,1736377,512,8,192,6273,7,9,158,0
60,250151,772,13,92,53597,13,10,79,1
25,1840248,869,1,251,14966,1,8,56,0
40,562009,730,18,190,52353,13,8,174,1
60,2854981,379,11,92,17912,10,11,226,1
64,272847,527,21,156,6810,4,1,63,0
21,2508963,394,6,271,37748,7,8,24,0
50,693570,723,16,204,20587,14,1,148,1
41,1176446,815,21,250,14366,8,5,18,0
40,623359,464,19,220,7759,12,6,205,1
26,892101,725,23,78,50393,5,8,12,0
42,717649,341,17,164,59619,14,10,22,1
38,299919,702,18,259,19118,3,5,105,0
28,1465322,715,11,21,51265,8,7,15,0
59,1291838,599,14,142,4036,11,9,138,1
52,744893,354,12,10,49410,3,11,243,0
53,2900030,635,20,223,17441,5,2,142,0
36,2587527,729,24,5,47098,11,9,75,1
32,1852261,633,7,68,14493,14,5,223,1
58,2048523,705,17,213,29286,14,1,105,1
54,1597931,329,5,5,40698,4,0,121,0
34,631838,834,22,193,55714,0,11,134,0
56,2051608,816,14,251,32238,3,5,50,0
53,1055742,874,24,261,42827,9,11,187,1
43,2187881,520,13,178,17741,2,2,122,0
65,2465919,893,24,113,2310,7,10,16,0
22,2194933,793,12,64,19240,6,11,30,0
61,1908365,552,14,47,47437,12,4,218,1
41,859966,863,9,42,14851,9,5,190,0
22,1725608,620,4,262,53717,14,9,157,1
47,895494,338,22,86,12849,0,5,202,0
29,2760331,764,19,225,29877,10,11,169,1
21,2146788,710,1,115,32564,7,9,241,1
31,356547,711,13,269,28515,6,6,105,0
23,2974242,791,6,140,53158,14,6,221,1
43,1400761,737,1,27,54039,11,10,211,1
46,255746,778,22,63,24214,1,5,15,0
24,2071826,371,17,270,58590,9,11,50,1
38,2465545,881,3,144,23819,11,0,42,0
26,2580605,519,17,120,49892,13,7,211,1
55,2184768,303,2,208,14136,13,9,162,1
42,2587472,589,22,162,16234,3,3,33,0
63,793167,679,7,200,21904,14,0,104,1
35,1840456,654,1,216,8412,1,9,230,0
42,1595448,379,21,45,50804,8,1,149,0
57,2175496,365,22,11,26028,12,2,244,1
62,1970358,435,15,109,47228,7,5,174,0
32,995016,698,4,49,53591,0,1,115,0
67,848843,646,6,42,30659,0,1,187,0
69,1108840,358,21,168,3074,7,5,18,0
62,990023,818,13,85,31037,4,11,102,0
58,1342454,536,23,62,52952,0,3,135,0
38,841157,378,13,127,54489,10,4,76,0
65,2554868,857,20,199,58019,3,10,13,0
55,2220262,414,1,197,40215,1,7,63,0
50,1382279,761,2,108,40169,12,2,94,1
44,1921841,425,6,116,50728,8,4,143,0
62,1791920,872,11,136,834,9,0,203,0
50,2936756,799,18,100,13686,5,9,174,0
34,2255162,401,13,87,47132,10,3,221,0
26,2987959,473,21,174,23320,8,4,54,0
23,1023622,751,12,53,45998,0,3,234,0
36,226014,391,20,139,2230,0,11,151,0
27,1976935,684,7,269,38523,10,8,93,1
34,381350,504,20,203,31819,3,7,180,0
29,684859,662,7,287,37121,1,10,203,0
35,914618,797,24,39,18608,14,11,120,1
41,690339,836,7,208,34070,14,1,144,1
55,242192,533,2,245,1411,0,8,64,0
22,1091307,315,11,47,29242,5,1,174,0
47,1208008,440,1,268,30940,7,5,213,0
22,1609849,719,21,82,32251,0,1,25,0
55,243923,755,13,40,30127,10,5,26,0
38,1862060,599,12,178,48383,10,5,232,0
34,2294968,638,13,139,28580,9,10,80,1
